plant_id,similar_plants
1424,"[{'plant_id': 1442, 'common_name': 'boxwood', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 1449, 'common_name': 'boxwood', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 1423, 'common_name': 'boxwood', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 1440, 'common_name': 'boxwood', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 1436, 'common_name': 'boxwood', 'cycle': 'Perennial', 'watering': 'Average'}]"
1425,"[{'plant_id': 1442, 'common_name': 'boxwood', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 1449, 'common_name': 'boxwood', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 1423, 'common_name': 'boxwood', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 1440, 'common_name': 'boxwood', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 1436, 'common_name': 'boxwood', 'cycle': 'Perennial', 'watering': 'Average'}]"
1426,"[{'plant_id': 1442, 'common_name': 'boxwood', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 1449, 'common_name': 'boxwood', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 1423, 'common_name': 'boxwood', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 1440, 'common_name': 'boxwood', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 1436, 'common_name': 'boxwood', 'cycle': 'Perennial', 'watering': 'Average'}]"
1427,"[{'plant_id': 1442, 'common_name': 'boxwood', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 1449, 'common_name': 'boxwood', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 1423, 'common_name': 'boxwood', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 1440, 'common_name': 'boxwood', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 1436, 'common_name': 'boxwood', 'cycle': 'Perennial', 'watering': 'Average'}]"
1428,"[{'plant_id': 1442, 'common_name': 'boxwood', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 1449, 'common_name': 'boxwood', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 1423, 'common_name': 'boxwood', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 1440, 'common_name': 'boxwood', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 1436, 'common_name': 'boxwood', 'cycle': 'Perennial', 'watering': 'Average'}]"
1429,"[{'plant_id': 1442, 'common_name': 'boxwood', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 1449, 'common_name': 'boxwood', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 1423, 'common_name': 'boxwood', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 1440, 'common_name': 'boxwood', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 1436, 'common_name': 'boxwood', 'cycle': 'Perennial', 'watering': 'Average'}]"
1430,"[{'plant_id': 1442, 'common_name': 'boxwood', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 1449, 'common_name': 'boxwood', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 1423, 'common_name': 'boxwood', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 1440, 'common_name': 'boxwood', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 1436, 'common_name': 'boxwood', 'cycle': 'Perennial', 'watering': 'Average'}]"
1431,"[{'plant_id': 2313, 'common_name': 'winter daphne', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 1851, 'common_name': 'Mexican orange', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 1850, 'common_name': 'Mexican orange', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 2309, 'common_name': 'daphne', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 306, 'common_name': 'Tardiva Hydrangea (tree form)', 'cycle': 'Perennial', 'watering': 'Average'}]"
1432,"[{'plant_id': 1442, 'common_name': 'boxwood', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 1449, 'common_name': 'boxwood', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 1423, 'common_name': 'boxwood', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 1440, 'common_name': 'boxwood', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 1436, 'common_name': 'boxwood', 'cycle': 'Perennial', 'watering': 'Average'}]"
1433,"[{'plant_id': 1442, 'common_name': 'boxwood', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 1449, 'common_name': 'boxwood', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 1423, 'common_name': 'boxwood', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 1440, 'common_name': 'boxwood', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 1436, 'common_name': 'boxwood', 'cycle': 'Perennial', 'watering': 'Average'}]"
1434,"[{'plant_id': 1442, 'common_name': 'boxwood', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 1449, 'common_name': 'boxwood', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 1423, 'common_name': 'boxwood', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 1440, 'common_name': 'boxwood', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 1436, 'common_name': 'boxwood', 'cycle': 'Perennial', 'watering': 'Average'}]"
1435,"[{'plant_id': 1442, 'common_name': 'boxwood', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 1449, 'common_name': 'boxwood', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 1423, 'common_name': 'boxwood', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 1440, 'common_name': 'boxwood', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 1436, 'common_name': 'boxwood', 'cycle': 'Perennial', 'watering': 'Average'}]"
1436,"[{'plant_id': 1442, 'common_name': 'boxwood', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 1449, 'common_name': 'boxwood', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 1423, 'common_name': 'boxwood', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 1440, 'common_name': 'boxwood', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 1435, 'common_name': 'boxwood', 'cycle': 'Perennial', 'watering': 'Average'}]"
1437,"[{'plant_id': 1442, 'common_name': 'boxwood', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 1449, 'common_name': 'boxwood', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 1423, 'common_name': 'boxwood', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 1440, 'common_name': 'boxwood', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 1435, 'common_name': 'boxwood', 'cycle': 'Perennial', 'watering': 'Average'}]"
1438,"[{'plant_id': 1442, 'common_name': 'boxwood', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 1449, 'common_name': 'boxwood', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 1423, 'common_name': 'boxwood', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 1440, 'common_name': 'boxwood', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 1435, 'common_name': 'boxwood', 'cycle': 'Perennial', 'watering': 'Average'}]"
1439,"[{'plant_id': 1442, 'common_name': 'boxwood', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 1449, 'common_name': 'boxwood', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 1423, 'common_name': 'boxwood', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 1440, 'common_name': 'boxwood', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 1435, 'common_name': 'boxwood', 'cycle': 'Perennial', 'watering': 'Average'}]"
1440,"[{'plant_id': 1442, 'common_name': 'boxwood', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 1449, 'common_name': 'boxwood', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 1423, 'common_name': 'boxwood', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 1439, 'common_name': 'boxwood', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 1435, 'common_name': 'boxwood', 'cycle': 'Perennial', 'watering': 'Average'}]"
1441,"[{'plant_id': 1442, 'common_name': 'boxwood', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 1449, 'common_name': 'boxwood', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 1423, 'common_name': 'boxwood', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 1439, 'common_name': 'boxwood', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 1435, 'common_name': 'boxwood', 'cycle': 'Perennial', 'watering': 'Average'}]"
1442,"[{'plant_id': 1441, 'common_name': 'boxwood', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 1449, 'common_name': 'boxwood', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 1423, 'common_name': 'boxwood', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 1439, 'common_name': 'boxwood', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 1435, 'common_name': 'boxwood', 'cycle': 'Perennial', 'watering': 'Average'}]"
1443,"[{'plant_id': 1441, 'common_name': 'boxwood', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 1449, 'common_name': 'boxwood', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 1423, 'common_name': 'boxwood', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 1439, 'common_name': 'boxwood', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 1435, 'common_name': 'boxwood', 'cycle': 'Perennial', 'watering': 'Average'}]"
1444,"[{'plant_id': 1441, 'common_name': 'boxwood', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 1449, 'common_name': 'boxwood', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 1423, 'common_name': 'boxwood', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 1439, 'common_name': 'boxwood', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 1435, 'common_name': 'boxwood', 'cycle': 'Perennial', 'watering': 'Average'}]"
1445,"[{'plant_id': 1441, 'common_name': 'boxwood', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 1449, 'common_name': 'boxwood', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 1423, 'common_name': 'boxwood', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 1439, 'common_name': 'boxwood', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 1435, 'common_name': 'boxwood', 'cycle': 'Perennial', 'watering': 'Average'}]"
1446,"[{'plant_id': 1441, 'common_name': 'boxwood', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 1449, 'common_name': 'boxwood', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 1423, 'common_name': 'boxwood', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 1439, 'common_name': 'boxwood', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 1435, 'common_name': 'boxwood', 'cycle': 'Perennial', 'watering': 'Average'}]"
1447,"[{'plant_id': 1441, 'common_name': 'boxwood', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 1449, 'common_name': 'boxwood', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 1423, 'common_name': 'boxwood', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 1439, 'common_name': 'boxwood', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 1435, 'common_name': 'boxwood', 'cycle': 'Perennial', 'watering': 'Average'}]"
1448,"[{'plant_id': 1441, 'common_name': 'boxwood', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 1449, 'common_name': 'boxwood', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 1423, 'common_name': 'boxwood', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 1439, 'common_name': 'boxwood', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 1435, 'common_name': 'boxwood', 'cycle': 'Perennial', 'watering': 'Average'}]"
1449,"[{'plant_id': 1441, 'common_name': 'boxwood', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 1448, 'common_name': 'boxwood', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 1423, 'common_name': 'boxwood', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 1439, 'common_name': 'boxwood', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 1435, 'common_name': 'boxwood', 'cycle': 'Perennial', 'watering': 'Average'}]"
1450,"[{'plant_id': 3000, 'common_name': 'greenstem forsythia', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 1960, 'common_name': 'clematis', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 1945, 'common_name': 'clematis', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 1946, 'common_name': 'clematis', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 1947, 'common_name': 'clematis', 'cycle': 'Perennial', 'watering': 'Average'}]"
1451,"[{'plant_id': 3000, 'common_name': 'greenstem forsythia', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 1960, 'common_name': 'clematis', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 1945, 'common_name': 'clematis', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 1946, 'common_name': 'clematis', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 1947, 'common_name': 'clematis', 'cycle': 'Perennial', 'watering': 'Average'}]"
1452,"[{'plant_id': 3000, 'common_name': 'greenstem forsythia', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 1960, 'common_name': 'clematis', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 1945, 'common_name': 'clematis', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 1946, 'common_name': 'clematis', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 1947, 'common_name': 'clematis', 'cycle': 'Perennial', 'watering': 'Average'}]"
1453,"[{'plant_id': 1598, 'common_name': 'ornamental pepper', 'cycle': 'Herbaceous Perennial', 'watering': 'Frequent'}, {'plant_id': 661, 'common_name': 'northern water plantain', 'cycle': 'Herbaceous Perennial', 'watering': 'Frequent'}, {'plant_id': 2888, 'common_name': 'bog spurge', 'cycle': 'Herbaceous Perennial', 'watering': 'Frequent'}, {'plant_id': 794, 'common_name': 'pearly everlasting', 'cycle': 'Herbaceous Perennial', 'watering': 'Frequent'}, {'plant_id': 641, 'common_name': 'bugleweed', 'cycle': 'Herbaceous Perennial', 'watering': 'Frequent'}]"
1454,"[{'plant_id': 1510, 'common_name': 'roostertree', 'cycle': 'Perennial', 'watering': 'Minimum'}, {'plant_id': 1235, 'common_name': ""Jepson's Oregon-grape"", 'cycle': 'Perennial', 'watering': 'Minimum'}, {'plant_id': 2944, 'common_name': 'tall fescue', 'cycle': 'Perennial', 'watering': 'Minimum'}, {'plant_id': 2310, 'common_name': 'daphne', 'cycle': 'Perennial', 'watering': 'Minimum'}, {'plant_id': 2508, 'common_name': 'persimmon', 'cycle': 'Perennial', 'watering': 'Minimum'}]"
1455,"[{'plant_id': 1896, 'common_name': 'navel orange', 'cycle': 'Perennial', 'watering': 'Frequent'}, {'plant_id': 662, 'common_name': 'bush allamanda', 'cycle': 'Perennial', 'watering': 'Frequent'}, {'plant_id': 26, 'common_name': ""Kelly's Gold Boxelder"", 'cycle': 'Perennial', 'watering': 'Frequent'}, {'plant_id': 467, 'common_name': 'bigtooth maple', 'cycle': 'Perennial', 'watering': 'Frequent'}, {'plant_id': 345, 'common_name': ""Wada's Memory Magnolia"", 'cycle': 'Perennial', 'watering': 'Frequent'}]"
1456,"[{'plant_id': 1, 'common_name': 'European Silver Fir', 'cycle': 'Perennial', 'watering': 'Frequent'}, {'plant_id': 376, 'common_name': 'Pink Lady Apple', 'cycle': 'Perennial', 'watering': 'Frequent'}, {'plant_id': 351, 'common_name': 'Akane Apple', 'cycle': 'Perennial', 'watering': 'Frequent'}, {'plant_id': 353, 'common_name': 'Belle de Boskoop Apple', 'cycle': 'Perennial', 'watering': 'Frequent'}, {'plant_id': 1188, 'common_name': 'Malabar spinach', 'cycle': 'Perennial', 'watering': 'Frequent'}]"
1457,"[{'plant_id': 543, 'common_name': 'maidenhair fern', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 2891, 'common_name': 'poinsettia', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 2242, 'common_name': 'firecracker flower', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 2287, 'common_name': 'umbrella plant', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 2244, 'common_name': 'cryptanthus', 'cycle': 'Perennial', 'watering': 'Average'}]"
1458,"[{'plant_id': 1611, 'common_name': 'Cardiandra', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 1531, 'common_name': 'camellia', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 1148, 'common_name': 'spotted laurel', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 2839, 'common_name': 'strawberry bush', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 998, 'common_name': 'bamboo orchid', 'cycle': 'Perennial', 'watering': 'Average'}]"
1459,"[{'plant_id': 265, 'common_name': ""Paul's Scarlet English Hawthorn"", 'cycle': 'Perennial', 'watering': 'Frequent'}, {'plant_id': 1160, 'common_name': 'false willow', 'cycle': 'Perennial', 'watering': 'Frequent'}, {'plant_id': 1361, 'common_name': 'buffalo grass', 'cycle': 'Perennial', 'watering': 'Frequent'}, {'plant_id': 1695, 'common_name': 'bluebeard', 'cycle': 'Perennial', 'watering': 'Frequent'}, {'plant_id': 2827, 'common_name': 'Indonesian gum', 'cycle': 'Perennial', 'watering': 'Frequent'}]"
1460,"[{'plant_id': 265, 'common_name': ""Paul's Scarlet English Hawthorn"", 'cycle': 'Perennial', 'watering': 'Frequent'}, {'plant_id': 1160, 'common_name': 'false willow', 'cycle': 'Perennial', 'watering': 'Frequent'}, {'plant_id': 1361, 'common_name': 'buffalo grass', 'cycle': 'Perennial', 'watering': 'Frequent'}, {'plant_id': 1695, 'common_name': 'bluebeard', 'cycle': 'Perennial', 'watering': 'Frequent'}, {'plant_id': 2827, 'common_name': 'Indonesian gum', 'cycle': 'Perennial', 'watering': 'Frequent'}]"
1461,"[{'plant_id': 265, 'common_name': ""Paul's Scarlet English Hawthorn"", 'cycle': 'Perennial', 'watering': 'Frequent'}, {'plant_id': 1160, 'common_name': 'false willow', 'cycle': 'Perennial', 'watering': 'Frequent'}, {'plant_id': 1361, 'common_name': 'buffalo grass', 'cycle': 'Perennial', 'watering': 'Frequent'}, {'plant_id': 1695, 'common_name': 'bluebeard', 'cycle': 'Perennial', 'watering': 'Frequent'}, {'plant_id': 2827, 'common_name': 'Indonesian gum', 'cycle': 'Perennial', 'watering': 'Frequent'}]"
1462,"[{'plant_id': 265, 'common_name': ""Paul's Scarlet English Hawthorn"", 'cycle': 'Perennial', 'watering': 'Frequent'}, {'plant_id': 1160, 'common_name': 'false willow', 'cycle': 'Perennial', 'watering': 'Frequent'}, {'plant_id': 1361, 'common_name': 'buffalo grass', 'cycle': 'Perennial', 'watering': 'Frequent'}, {'plant_id': 1695, 'common_name': 'bluebeard', 'cycle': 'Perennial', 'watering': 'Frequent'}, {'plant_id': 2827, 'common_name': 'Indonesian gum', 'cycle': 'Perennial', 'watering': 'Frequent'}]"
1463,"[{'plant_id': 1, 'common_name': 'European Silver Fir', 'cycle': 'Perennial', 'watering': 'Frequent'}, {'plant_id': 376, 'common_name': 'Pink Lady Apple', 'cycle': 'Perennial', 'watering': 'Frequent'}, {'plant_id': 351, 'common_name': 'Akane Apple', 'cycle': 'Perennial', 'watering': 'Frequent'}, {'plant_id': 353, 'common_name': 'Belle de Boskoop Apple', 'cycle': 'Perennial', 'watering': 'Frequent'}, {'plant_id': 1188, 'common_name': 'Malabar spinach', 'cycle': 'Perennial', 'watering': 'Frequent'}]"
1464,"[{'plant_id': 2619, 'common_name': 'purple coneflower', 'cycle': 'Herbaceous Perennial', 'watering': 'Minimum'}, {'plant_id': 2701, 'common_name': 'small globe thistle', 'cycle': 'Herbaceous Perennial', 'watering': 'Minimum'}, {'plant_id': 2809, 'common_name': 'variable-leaved sea holly', 'cycle': 'Herbaceous Perennial', 'watering': 'Minimum'}, {'plant_id': 2808, 'common_name': 'sea holly', 'cycle': 'Herbaceous Perennial', 'watering': 'Minimum'}, {'plant_id': 2807, 'common_name': 'sea holly', 'cycle': 'Herbaceous Perennial', 'watering': 'Minimum'}]"
1465,"[{'plant_id': 2619, 'common_name': 'purple coneflower', 'cycle': 'Herbaceous Perennial', 'watering': 'Minimum'}, {'plant_id': 2701, 'common_name': 'small globe thistle', 'cycle': 'Herbaceous Perennial', 'watering': 'Minimum'}, {'plant_id': 2809, 'common_name': 'variable-leaved sea holly', 'cycle': 'Herbaceous Perennial', 'watering': 'Minimum'}, {'plant_id': 2808, 'common_name': 'sea holly', 'cycle': 'Herbaceous Perennial', 'watering': 'Minimum'}, {'plant_id': 2807, 'common_name': 'sea holly', 'cycle': 'Herbaceous Perennial', 'watering': 'Minimum'}]"
1466,"[{'plant_id': 2619, 'common_name': 'purple coneflower', 'cycle': 'Herbaceous Perennial', 'watering': 'Minimum'}, {'plant_id': 2701, 'common_name': 'small globe thistle', 'cycle': 'Herbaceous Perennial', 'watering': 'Minimum'}, {'plant_id': 2809, 'common_name': 'variable-leaved sea holly', 'cycle': 'Herbaceous Perennial', 'watering': 'Minimum'}, {'plant_id': 2808, 'common_name': 'sea holly', 'cycle': 'Herbaceous Perennial', 'watering': 'Minimum'}, {'plant_id': 2807, 'common_name': 'sea holly', 'cycle': 'Herbaceous Perennial', 'watering': 'Minimum'}]"
1467,"[{'plant_id': 265, 'common_name': ""Paul's Scarlet English Hawthorn"", 'cycle': 'Perennial', 'watering': 'Frequent'}, {'plant_id': 1160, 'common_name': 'false willow', 'cycle': 'Perennial', 'watering': 'Frequent'}, {'plant_id': 1361, 'common_name': 'buffalo grass', 'cycle': 'Perennial', 'watering': 'Frequent'}, {'plant_id': 1695, 'common_name': 'bluebeard', 'cycle': 'Perennial', 'watering': 'Frequent'}, {'plant_id': 2827, 'common_name': 'Indonesian gum', 'cycle': 'Perennial', 'watering': 'Frequent'}]"
1468,"[{'plant_id': 2294, 'common_name': 'Japanese holly fern', 'cycle': 'Perennial', 'watering': 'Frequent'}, {'plant_id': 2020, 'common_name': 'taro', 'cycle': 'Perennial', 'watering': 'Frequent'}, {'plant_id': 2025, 'common_name': 'taro', 'cycle': 'Perennial', 'watering': 'Frequent'}, {'plant_id': 117, 'common_name': 'Seiryu Japanese Maple', 'cycle': 'Perennial', 'watering': 'Frequent'}, {'plant_id': 28, 'common_name': 'Aka Shigitatsu Sawa Japanese Maple', 'cycle': 'Perennial', 'watering': 'Frequent'}]"
1469,"[{'plant_id': 1215, 'common_name': 'rex begonia', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}, {'plant_id': 2277, 'common_name': 'cymbalaria', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}, {'plant_id': 523, 'common_name': 'bugbane', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}, {'plant_id': 2976, 'common_name': 'Nerve Plant', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}, {'plant_id': 637, 'common_name': 'bugleweed', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}]"
1470,"[{'plant_id': 1215, 'common_name': 'rex begonia', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}, {'plant_id': 2277, 'common_name': 'cymbalaria', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}, {'plant_id': 523, 'common_name': 'bugbane', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}, {'plant_id': 2976, 'common_name': 'Nerve Plant', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}, {'plant_id': 637, 'common_name': 'bugleweed', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}]"
1471,"[{'plant_id': 1215, 'common_name': 'rex begonia', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}, {'plant_id': 2277, 'common_name': 'cymbalaria', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}, {'plant_id': 523, 'common_name': 'bugbane', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}, {'plant_id': 2976, 'common_name': 'Nerve Plant', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}, {'plant_id': 637, 'common_name': 'bugleweed', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}]"
1472,"[{'plant_id': 2038, 'common_name': 'lily of the valley', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}, {'plant_id': 1088, 'common_name': 'astilbe', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}, {'plant_id': 1086, 'common_name': 'astilbe', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}, {'plant_id': 1085, 'common_name': 'astilbe', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}, {'plant_id': 1084, 'common_name': 'astilbe', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}]"
1473,"[{'plant_id': 2320, 'common_name': 'carrot', 'cycle': 'Annual', 'watering': 'Average'}, {'plant_id': 1326, 'common_name': 'kohlrabi', 'cycle': 'Annual', 'watering': 'Average'}, {'plant_id': 1325, 'common_name': 'Brussels sprouts', 'cycle': 'Annual', 'watering': 'Average'}, {'plant_id': 1324, 'common_name': 'cabbage', 'cycle': 'Annual', 'watering': 'Average'}, {'plant_id': 1323, 'common_name': 'cabbage', 'cycle': 'Annual', 'watering': 'Average'}]"
1474,"[{'plant_id': 850, 'common_name': 'golden chamomile', 'cycle': 'Herbaceous Perennial', 'watering': 'Frequent'}, {'plant_id': 1270, 'common_name': 'chocolate flower', 'cycle': 'Herbaceous Perennial', 'watering': 'Frequent'}, {'plant_id': 1863, 'common_name': 'chrysanthemum', 'cycle': 'Herbaceous Perennial', 'watering': 'Frequent'}, {'plant_id': 550, 'common_name': ""bishop's weed"", 'cycle': 'Herbaceous Perennial', 'watering': 'Frequent'}, {'plant_id': 1604, 'common_name': 'pepper', 'cycle': 'Herbaceous Perennial', 'watering': 'Frequent'}]"
1475,"[{'plant_id': 2281, 'common_name': 'cardoon', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}, {'plant_id': 2427, 'common_name': 'pink', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}, {'plant_id': 2698, 'common_name': 'globe thistle', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}, {'plant_id': 929, 'common_name': 'cobbitty daisy', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}, {'plant_id': 2432, 'common_name': 'pink', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}]"
